CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_CTMAX	AGE_DAYS	TRAY_COL	DEV_TEMP	TANK	REP	EXP_TANK	TRAY_ORD	LENGTH	MASS	RAMP_START_TIME	LOE_TIME	LOE_mean_JMD	LOE_TEMP_SENSOR	LOE_TEMP_HOBO	TEMP_DIFF	SURVIVAL_TIME	HOBO_OFFSET	LOE_TEMP_HOBO_ACTUAL	FIL_TEMP_DIFF	LOE_MEAN_EAS	EXPERIMENT	NOTES		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	red	31.5	254	1	3	4	28.01	0.8883	11:50:15 AM	6:08:00 PM			37.343		6:17:45	0.023	37.320		37.320	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	blue	31.5	158	1	4	1	31.06	1.0102	12:17:20 PM	6:52:00 PM	37.50	37.5			6:34:40				37.500	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	blue	31.5	158	1	4	5	33.02	1.3661	12:17:20 PM	6:57:00 PM	37.50	37.5			6:39:40				37.500	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	blue	31.5	158	1	4	3	33.37	1.4272	12:17:20 PM	7:01:00 PM	37.50	37.5			6:43:40				37.500	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	blue	31.5	158	1	4	2	38.92	2.4286	12:17:20 PM		37.50	37.5			#VALUE!				37.500	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140		31.5	158	1			34.69	1.5072	12:17:20 PM	6:53:00 PM					6:35:40				37.550	Resp			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	blue	31.5	158	1	4	4	35.90	1.8053	12:17:20 PM		37.60	37.6			#VALUE!				37.600	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	blue	28.5	244	1	4	5	26.25	0.6648	10:33:39 AM	4:54:00 PM	36.80	36.8			6:20:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	blue	28.5	244	1	4	3	30.60	1.1555	10:33:39 AM	4:57:00 PM	36.80	36.8			6:23:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	blue	28.5	244	1	4	4	31.20	1.1858	10:33:39 AM	4:54:00 PM	36.80	36.8			6:20:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	blue	28.5	244	1	4	1	31.49	1.1955	10:33:39 AM	4:54:00 PM					6:20:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	blue	28.5	244	1	4	2	34.35	1.6626	10:33:39 AM	4:57:00 PM	36.80	36.8			6:23:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	white	30	131	2	4	1	34.54	1.6646	10:33:39 AM	4:57:00 PM	36.80	36.8			6:23:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	red	31.5	225	2	4	4	30.58	1.1249	10:33:39 AM	5:09:00 PM					6:35:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	red	31.5	225	2	4	1	31.78	1.1550	10:33:39 AM	4:54:00 PM	36.80	36.8			6:20:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	red	31.5	225	2	4	2	32.81	1.4067	10:33:39 AM	5:12:00 PM					6:38:21	0.007	-0.007			CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	red	31.5	225	2	4	5	34.54	1.6808	10:33:39 AM	5:12:00 PM					6:38:21	0.007	-0.007			CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	157	1	6	1			11:43:22 AM							0.001				CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	157	1	6	2			11:43:22 AM							0.001				CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	red	28.5	240	1	4	5	29.74	1.0711	12:13:52 PM	5:52:00 PM		36.5	36.525	0.02	5:38:08	0.060	36.465	-0.035	36.483	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 2"		
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135		28.5	144	1			33.06	1.3187	12:00:00 PM	5:39:00 PM					5:39:00				36.500	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	white	30	153	1	4	1	27.24	0.8077	11:33:47 AM	5:22:00 PM	36.60	36.6			5:48:13	0.029			36.600	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	white	30	153	1	4	3	30.04	0.8827	11:33:47 AM	5:22:00 PM	36.60	36.6			5:48:13	0.029			36.600	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135		28.5	240	1			29.55	0.9930	12:13:52 PM	5:55:00 PM					5:41:08				36.630	Resp			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	red	30	353	2	5	2	34.34	1.5628	11:43:22 AM	5:25:00 PM		36.7	36.742	0.04	5:41:38	0.111	36.631	-0.069	36.666	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	red	28.5	240	1	4	3	29.33	1.0065	12:13:52 PM	5:59:00 PM			36.729		5:45:08	0.060	36.669		36.669	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 6"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135		28.5	240	1			29.21	0.9521	12:13:52 PM	5:57:00 PM					5:43:08				36.680	Resp			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	red	28.5	240	1	4	1	27.32	0.8115	12:13:52 PM	5:58:00 PM		36.7	36.729	0.03	5:44:08	0.060	36.669	-0.031	36.685	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 3"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	red	28.5	240	1	4	4	30.31	1.1719	12:13:52 PM	5:58:00 PM		36.7	36.729	0.03	5:44:08	0.060	36.669	-0.031	36.685	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 5"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	red	28.5	240	1	4	2	32.43	1.4297	12:13:52 PM	5:58:00 PM		36.7	36.729	0.03	5:44:08	0.060	36.669	-0.031	36.685	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 4"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	white	28.5	240	2	5	4	30.92	1.0927	11:43:22 AM	5:27:00 PM		36.7	36.796	0.10	5:43:38	0.111	36.685	-0.015	36.693	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	white	28.5	240	2	5	3	33.35	1.4056	11:43:22 AM	5:27:00 PM		36.7	36.796	0.10	5:43:38	0.111	36.685	-0.015	36.693	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	red	30	353	2	5	1	31.58	1.1578	11:43:22 AM	5:27:00 PM		36.7	36.796	0.10	5:43:38	0.111	36.685	-0.015	36.693	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	white	30	153	1	4	2	32.87	1.4716	11:33:47 AM	5:23:00 PM	36.70	36.7			5:49:13	0.029			36.700	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	blue	28.5	139	2	3	1	27.97	0.8268	10:33:39 AM	4:50:00 PM	36.76	36.7	36.824	0.12	6:16:21	0.105	36.719	0.019	36.710	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	blue	28.5	139	2	3	2	30.71	1.1965	10:33:39 AM	4:50:00 PM	36.76	36.7	36.824	0.12	6:16:21	0.105	36.719	0.019	36.710	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	blue	28.5	139	2	3	3	32.11	1.2656	10:33:39 AM	4:50:00 PM	36.76	36.7	36.824	0.12	6:16:21	0.105	36.719	0.019	36.710	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	white	30	134	2	3	4	27.54	0.1840	10:33:39 AM	4:50:00 PM	36.76	36.7	36.824	0.12	6:16:21	0.105	36.719	0.019	36.710	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	white	30	134	2	3	5	31.30	1.0827	10:33:39 AM	4:50:00 PM	36.76	36.7	36.824	0.12	6:16:21	0.105	36.719	0.019	36.710	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	10/06/2023	128		28.5	139	2			31.17	1.1260	12:15:00 PM	5:57:00 PM					5:42:00				36.730	Resp			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	5/07/2023	128		30	353	2			31.76	1.0679	1:00:00 PM	6:48:00 PM					5:48:00				36.740	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	blue	28.5	139	2	3	5	34.20	1.5496	10:33:39 AM	4:51:00 PM	36.85		36.851		6:17:21	0.105	36.746		36.746	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	white	30	134	2	3	3	28.58	0.8444	10:33:39 AM	4:51:00 PM	36.85		36.851		6:17:21	0.105	36.746		36.746	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	white	30	134	2	3	2	29.57	0.9393	10:33:39 AM	4:51:00 PM	36.85		36.851		6:17:21	0.105	36.746		36.746	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	10/06/2023	128		28.5	139	2			33.34	1.3105	12:15:00 PM	6:01:00 PM					5:46:00				36.770	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	blue	28.5	144	1	4	2	30.53	0.9818	11:33:47 AM	5:27:00 PM	36.80	36.8			5:53:13	0.029			36.800	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	blue	28.5	139	2	3	4	30.77	1.2195	10:33:39 AM	4:55:00 PM	36.85	36.8	36.905	0.11	6:21:21	0.105	36.800	0.000	36.800	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	white	30	134	2	3	1	27.24	0.7234	10:33:39 AM	4:55:00 PM	36.85	36.8	36.905	0.11	6:21:21	0.105	36.800	0.000	36.800	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	white	28.5	240	2	5	1	31.21	1.1913	11:43:22 AM	5:34:00 PM		36.8	36.933	0.13	5:50:38	0.111	36.822	0.022	36.811	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	white	28.5	240	2	5	5	31.35	1.2434	11:43:22 AM	5:34:00 PM		36.8	36.933	0.13	5:50:38	0.111	36.822	0.022	36.811	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	red	30	353	2	5	5	30.31	1.2124	11:43:22 AM	5:34:00 PM		36.8	36.933	0.13	5:50:38	0.111	36.822	0.022	36.811	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	red	30	353	2	5	3	32.97	1.5127	11:43:22 AM	5:34:00 PM		36.8	36.933	0.13	5:50:38	0.111	36.822	0.022	36.811	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	white	30	153	1	4	4	33.11	1.4550	11:33:47 AM	5:27:00 PM	36.87	36.8	36.933	0.13	5:53:13	0.029	36.904	0.104	36.852	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	white	30	153	1	4	5	33.10	1.5116	11:33:47 AM	5:27:00 PM	36.87	36.8	36.933	0.13	5:53:13	0.029	36.904	0.104	36.852	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	5/07/2023	128		30	353	2			29.63	1.0071	1:00:00 PM	6:58:00 PM					5:58:00				36.860	Resp			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	white	30	130	1	4	5	26.13	0.6781	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 13"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	white	30	130	1	4	3	27.69	0.8145	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 11"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	white	30	130	1	4	1	27.18	0.8406	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 9"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	white	30	130	1	4	4	32.17	1.2855	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 12"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	white	30	130	1	4	2	32.38	1.3746	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 10"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	blue	31.5	260	2	4	4	27.88	0.9042	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 8"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	blue	31.5	260	2	4	3	28.70	0.9783	12:13:52 PM	6:10:00 PM			36.933		5:56:08	0.060	36.873		36.873	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 7"		
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	blue	28.5	144	1	4	1	31.65	1.2383	11:33:47 AM	5:30:00 PM	36.90	36.9			5:56:13	0.029			36.900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	red	28.5	348	1	2	2	25.53	0.4900	12:17:20 PM	6:24:00 PM	36.90	36.9			6:06:40				36.900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	red	28.5	348	1	2	1	28.92	0.7868	12:17:20 PM	6:27:00 PM	36.90	36.9			6:09:40				36.900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	red	28.5	348	1	2	5	32.24	1.0857	12:17:20 PM	6:27:00 PM	36.90	36.9			6:09:40				36.900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	white	30	351	1	2	1	33.72	1.3327	12:17:20 PM	6:27:00 PM	36.90	36.9			6:09:40				36.900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	white	30	351	1	2	5	34.91	1.5759	12:17:20 PM	6:27:00 PM	36.90	36.9			6:09:40				36.900	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	13/07/2023	136		31.5	223	1			31.90	1.2225	11:45:00 AM	5:45:00 PM					6:00:00				36.900	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	blue	28.5	144	1	4	3	29.81	1.0435	11:33:47 AM	5:29:00 PM	36.92	36.9	36.933	0.03	5:55:13	0.029	36.904	0.004	36.902	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	red	30	353	2	5	4	27.32	0.8459	11:43:22 AM	5:39:00 PM		36.9	37.015	0.12	5:55:38	0.111	36.904	0.004	36.902	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	blue	31.5	260	2	4	2	26.97	0.8074	12:13:52 PM	6:12:00 PM		36.9	36.974	0.07	5:58:08	0.060	36.914	0.014	36.907	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 15"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	blue	31.5	260	2	4	1	26.97	0.9167	12:13:52 PM	6:12:00 PM		36.9	36.974	0.07	5:58:08	0.060	36.914	0.014	36.907	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 14"		
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	12/07/2023	135	blue	31.5	260	2	4	5	27.96	0.9423	12:13:52 PM	6:12:00 PM		36.9	36.974	0.07	5:58:08	0.060	36.914	0.014	36.907	CTmax	"data was recorded every 5 seconds instead of every second, data for values between intervals of 5 were determined by adding the cloest intervals together and dividing by 16"		
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	blue	28.5	144	1	4	5	31.96	1.2475	11:33:47 AM	5:32:00 PM	36.94	36.9	36.987	0.09	5:58:13	0.029	36.958	0.058	36.929	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	13/07/2023	136		31.5	223	1			31.14	1.2896	11:45:00 AM	5:47:00 PM					6:02:00				36.930	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129		30	230	1			32.23	1.2511	12:15:00 PM	6:10:00 PM					5:55:00				36.940	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129		30	230	1			33.46	1.3878	12:15:00 PM	6:10:00 PM					5:55:00				36.940	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129		31.5	227	1			30.75	1.1249	12:15:00 PM	6:10:00 PM					5:55:00				36.940	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129		31.5	227	1			29.61	0.9628	12:15:00 PM	6:15:00 PM					6:00:00				36.990	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	red	28.5	241	1	1	1	30.92	0.9582	12:17:20 PM	6:23:00 PM	37.00	37.0			6:05:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	red	28.5	241	1	1	3	31.62	0.9624	12:17:20 PM	6:23:00 PM	37.00	37.0			6:05:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	red	28.5	241	1	1	5	32.14	1.2015	12:17:20 PM	6:22:00 PM	37.00	37.0			6:04:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	red	28.5	241	1	1	2	36.42	1.6400	12:17:20 PM	6:23:00 PM	37.00	37.0			6:05:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135		28.5	144	1			42.43	2.9238	12:00:00 PM	5:59:00 PM					5:59:00				37.000	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	white	30	230	1	1	1	34.45	1.3347	12:17:20 PM	6:23:00 PM	37.00	37.0			6:05:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	white	30	230	1	1	3	33.22	1.3889	12:17:20 PM	6:22:00 PM	37.00	37.0			6:04:40				37.000	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	white	30	230	1	1	4	35.95	1.6527	12:17:20 PM	6:22:00 PM	37.00	37.0			6:04:40				37.000	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	red	31.5	127	2	3	1	25.44	0.6495	10:33:39 AM	5:07:00 PM	37.12		37.124		6:33:21	0.105	37.019		37.019	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	red	31.5	127	2	3	4	27.45	0.8310	10:33:39 AM	5:07:00 PM	37.12		37.124		6:33:21	0.105	37.019		37.019	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	red	31.5	127	2	3	2	28.00	0.8797	10:33:39 AM	5:07:00 PM	37.12		37.124		6:33:21	0.105	37.019		37.019	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	red	31.5	127	2	3	3	30.12	1.1580	10:33:39 AM	5:07:00 PM	37.12		37.124		6:33:21	0.105	37.019		37.019	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	blue	31.5	223	1	5	4	24.25	0.5669	11:43:22 AM	5:46:00 PM		37.1	37.096	0.00	6:02:38	0.111	36.985	-0.115	37.043	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	blue	31.5	223	1	5	5	29.32	0.9798	11:43:22 AM	5:46:00 PM		37.1	37.096	0.00	6:02:38	0.111	36.985	-0.115	37.043	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	red	31.5	227	2	4	3	25.85	0.7031	11:33:47 AM	5:36:00 PM	37.08	37.1	37.069	-0.03	6:02:13	0.029	37.040	-0.060	37.070	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	red	31.5	227	2	4	2	26.05	0.7591	11:33:47 AM	5:36:00 PM	37.08	37.1	37.069	-0.03	6:02:13	0.029	37.040	-0.060	37.070	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	blue	31.5	223	1	5	2	26.00	0.7639	11:43:22 AM	5:49:00 PM		37.1	37.151	0.05	6:05:38	0.111	37.040	-0.060	37.070	CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	blue	31.5	223	1	5	3	33.33	1.5324	11:43:22 AM	5:49:00 PM		37.1	37.151	0.05	6:05:38	0.111	37.040	-0.060	37.070	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	red	31.5	127	2	3	5	24.36	0.6218	10:33:39 AM	5:09:00 PM	37.18		37.178		6:35:21	0.105	37.073		37.073	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	red	31.5	227	2	4	1	26.87	0.7995	11:33:47 AM	5:41:00 PM	37.11	37.1	37.124	0.02	6:07:13	0.029	37.095	-0.005	37.097	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	red	31.5	227	2	4	4	33.94	1.4586	11:33:47 AM	5:41:00 PM	37.11	37.1	37.124	0.02	6:07:13	0.029	37.095	-0.005	37.097	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	red	28.5	241	1	1	4	32.47	1.2492	12:17:20 PM	6:27:00 PM	37.10	37.1			6:09:40				37.100	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	blue	28.5	144	1	4	4	34.93	1.7808	11:33:47 AM	5:36:00 PM	37.10	37.1			6:02:13	0.029			37.100	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	white	30	230	1	1	2	36.78	1.8984	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	red	28.5	348	1	2	3	27.80	0.6703	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	red	28.5	348	1	2	4	28.01	0.7619	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	white	30	351	1	2	4	30.30	0.9632	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119		30	351	1			27.78	0.7338	12:17:20 PM	6:33:00 PM					6:15:40				37.140	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	red	31.5	227	2	4	5	31.81	1.2839	11:33:47 AM	5:49:00 PM	37.15	37.2			6:15:13	0.029			37.150	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	white	30	230	1	1	5	30.08	0.9185	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
